image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
img0032.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0032.jpg,409,233,458,281,0,0.8780006170272827,960,540
img0033.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0033.jpg,408,232,458,285,0,0.9345256090164185,960,540
img0034.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0034.jpg,406,233,460,288,0,0.9332706928253174,960,540
img0035.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0035.jpg,414,239,455,288,0,0.787678062915802,960,540
img0036.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0036.jpg,411,244,461,304,0,0.8929126858711243,960,540
img0037.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0037.jpg,414,244,457,306,0,0.9517815113067627,960,540
img0038.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0038.jpg,413,248,460,306,0,0.9524071216583252,960,540
img0039.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0039.jpg,413,254,470,317,0,0.7885697484016418,960,540
img0040.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0040.jpg,415,252,476,315,0,0.583513081073761,960,540
img0041.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0041.jpg,417,273,478,314,0,0.9212346076965332,960,540
img0042.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0042.jpg,420,275,477,319,0,0.961933434009552,960,540
img0043.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0043.jpg,404,279,496,336,0,0.3607812523841858,960,540
img0043.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0043.jpg,423,276,476,325,0,0.9357368350028992,960,540
img0044.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0044.jpg,422,280,478,339,0,0.9525757431983948,960,540
img0045.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0045.jpg,426,287,475,336,0,0.9769293069839478,960,540
img0046.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0046.jpg,430,292,477,340,0,0.9496639370918274,960,540
img0047.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0047.jpg,425,292,476,338,0,0.971142053604126,960,540
img0048.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0048.jpg,413,296,480,335,0,0.9424490332603455,960,540
img0049.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0049.jpg,413,285,468,356,0,0.9112340211868286,960,540
img0050.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0050.jpg,409,288,463,353,0,0.949792206287384,960,540
img0051.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0051.jpg,404,294,461,345,0,0.9636858701705933,960,540
img0052.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0052.jpg,406,293,454,346,0,0.847819983959198,960,540
img0053.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0053.jpg,395,288,460,352,0,0.6222497820854187,960,540
img0054.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0054.jpg,397,283,447,361,0,0.6738763451576233,960,540
img0055.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0055.jpg,393,291,440,351,0,0.845519483089447,960,540
img0056.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0056.jpg,380,298,445,358,0,0.8455052375793457,960,540
img0057.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0057.jpg,373,298,448,359,0,0.8116552233695984,960,540
img0058.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0058.jpg,364,281,440,361,0,0.40158337354660034,960,540
img0059.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0059.jpg,377,293,422,363,0,0.9025432467460632,960,540
img0060.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0060.jpg,367,300,420,360,0,0.8124021291732788,960,540
img0061.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0061.jpg,367,301,420,357,0,0.8336424231529236,960,540
img0062.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0062.jpg,370,304,418,362,0,0.9546316266059875,960,540
img0063.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0063.jpg,362,290,405,372,0,0.8926289081573486,960,540
img0064.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0064.jpg,360,296,400,363,0,0.9678758382797241,960,540
img0065.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0065.jpg,341,305,405,352,0,0.907480001449585,960,540
img0066.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0066.jpg,339,296,392,369,0,0.7778652906417847,960,540
img0067.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0067.jpg,329,291,411,374,0,0.2750910520553589,960,540
img0067.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0067.jpg,341,299,385,367,0,0.9065488576889038,960,540
img0068.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0068.jpg,339,303,385,368,0,0.9524809122085571,960,540
img0069.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0069.jpg,330,306,383,363,0,0.9085740447044373,960,540
img0070.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0070.jpg,320,306,373,359,0,0.5752059817314148,960,540
img0071.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0071.jpg,313,303,370,362,0,0.7983903884887695,960,540
img0072.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0072.jpg,315,308,367,361,0,0.9356438517570496,960,540
img0073.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0073.jpg,312,310,367,359,0,0.9513330459594727,960,540
img0074.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0074.jpg,317,314,371,363,0,0.914574921131134,960,540
img0075.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0075.jpg,319,309,370,369,0,0.7717850208282471,960,540
img0076.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0076.jpg,333,321,382,378,0,0.948704719543457,960,540
img0077.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0077.jpg,339,320,387,391,0,0.9366784691810608,960,540
img0078.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0078.jpg,341,324,388,388,0,0.9049010872840881,960,540
img0079.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0079.jpg,341,325,393,390,0,0.6620317101478577,960,540
img0080.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0080.jpg,351,328,394,383,0,0.9225863218307495,960,540
img0081.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0081.jpg,361,333,403,401,0,0.8765941858291626,960,540
img0082.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0082.jpg,362,350,421,390,0,0.9316938519477844,960,540
img0083.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0083.jpg,370,347,423,400,0,0.9515334367752075,960,540
img0084.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0084.jpg,375,346,432,410,0,0.8192023038864136,960,540
img0085.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0085.jpg,366,361,453,406,0,0.8606163859367371,960,540
img0086.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0086.jpg,379,362,445,407,0,0.9498090147972107,960,540
img0087.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0087.jpg,391,360,439,411,0,0.9781048893928528,960,540
img0088.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0088.jpg,393,354,444,431,0,0.7685471773147583,960,540
img0089.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0089.jpg,405,370,460,439,0,0.750447154045105,960,540
img0090.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0090.jpg,413,373,456,434,0,0.9211471676826477,960,540
img0091.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0091.jpg,410,373,458,433,0,0.8517013192176819,960,540
img0092.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0092.jpg,414,391,482,430,0,0.9536773562431335,960,540
img0093.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0093.jpg,418,387,487,438,0,0.9635708332061768,960,540
img0094.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0094.jpg,425,384,489,446,0,0.9005075097084045,960,540
img0095.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0095.jpg,430,376,490,466,0,0.68465256690979,960,540
img0095.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0095.jpg,418,396,509,445,0,0.8405568599700928,960,540
img0096.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0096.jpg,441,398,491,446,0,0.9645237326622009,960,540
img0097.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0097.jpg,446,392,494,459,0,0.9717915654182434,960,540
img0098.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0098.jpg,444,394,511,471,0,0.9362568259239197,960,540
img0099.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0099.jpg,447,411,520,455,0,0.8502649664878845,960,540
img0100.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0100.jpg,460,415,511,463,0,0.9577788710594177,960,540
img0101.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0101.jpg,457,416,542,468,0,0.7412492632865906,960,540
img0101.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0101.jpg,472,409,515,475,0,0.972339391708374,960,540
img0103.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0103.jpg,468,421,535,478,0,0.9356392025947571,960,540
img0104.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0104.jpg,480,417,537,496,0,0.9005535244941711,960,540
img0106.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0106.jpg,470,419,561,507,0,0.4591619372367859,960,540
img0106.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0106.jpg,496,440,550,483,0,0.9636842608451843,960,540
img0107.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0107.jpg,496,437,557,495,0,0.9679245352745056,960,540
img0109.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0109.jpg,488,443,588,506,0,0.6314249038696289,960,540
img0110.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0110.jpg,509,444,572,508,0,0.9511938095092773,960,540
img0112.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0112.jpg,521,453,584,523,0,0.8794844746589661,960,540
img0113.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0113.jpg,520,465,596,507,0,0.9086351990699768,960,540
img0115.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0115.jpg,551,437,638,513,0,0.6083987951278687,960,540
img0116.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0116.jpg,585,437,639,502,0,0.3361639678478241,960,540
img0118.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0118.jpg,615,421,664,481,0,0.8959147930145264,960,540
img0119.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0119.jpg,630,419,680,475,0,0.9412213563919067,960,540
img0001.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0001.jpg,431,98,535,152,0,0.5749571323394775,960,540
img0001.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0001.jpg,449,84,506,167,0,0.6402106285095215,960,540
img0002.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0002.jpg,429,97,536,153,0,0.5925009250640869,960,540
img0002.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0002.jpg,451,86,503,166,0,0.7765424251556396,960,540
img0003.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0003.jpg,422,97,541,156,0,0.33420833945274353,960,540
img0003.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0003.jpg,452,92,498,160,0,0.836586594581604,960,540
img0004.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0004.jpg,420,97,543,158,0,0.27803167700767517,960,540
img0004.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0004.jpg,449,97,495,157,0,0.9208972454071045,960,540
img0005.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0005.jpg,447,101,494,155,0,0.9510157108306885,960,540
img0006.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0006.jpg,445,105,492,152,0,0.9410201907157898,960,540
img0007.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0007.jpg,444,108,492,156,0,0.9282833337783813,960,540
img0008.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0008.jpg,441,105,494,165,0,0.8762590289115906,960,540
img0009.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0009.jpg,439,123,497,169,0,0.8987462520599365,960,540
img0010.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0010.jpg,443,124,491,173,0,0.9077682495117188,960,540
img0011.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0011.jpg,441,127,486,175,0,0.6650353074073792,960,540
img0012.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0012.jpg,434,124,480,181,0,0.7962028384208679,960,540
img0013.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0013.jpg,426,133,478,193,0,0.8179565668106079,960,540
img0014.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0014.jpg,423,136,476,191,0,0.9069364070892334,960,540
img0015.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0015.jpg,423,137,474,198,0,0.9140438437461853,960,540
img0102.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0102.jpg,471,407,521,487,0,0.9326105713844299,960,540
img0105.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0105.jpg,486,416,540,501,0,0.870002269744873,960,540
img0108.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0108.jpg,499,437,563,501,0,0.9191393256187439,960,540
img0111.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0111.jpg,523,445,573,516,0,0.9684395790100098,960,540
img0114.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0114.jpg,550,457,608,515,0,0.8214462995529175,960,540
img0117.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0117.jpg,593,430,654,504,0,0.8526816964149475,960,540
img0120.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0120.jpg,629,414,708,464,0,0.7677609920501709,960,540
